Threshold,Cow,Pooling.method,Primer,Cooperia oncophora,Cooperia punctata,Haemonchus contortus,Haemonchus placei,Oesophagostomum radiatum,Ostertagia ostertagi,Trichostrongylus axei
0.05%,C13,P12,NEMA1,0.012800721,0.011584858,0,0.676552958,0.229019522,0.032828317,0.037213623
0.05%,C13,P13,NEMA1,0.012042956,0.010777295,0,0.669803119,0.23220404,0.036141652,0.039030938
0.05%,C13,P14,NEMA1,0.01209165,0.008933958,0,0.671946602,0.23307875,0.036287786,0.037661254
0.05%,C13,P15,NEMA1,0.01247474,0.010687082,0.000647702,0.678791647,0.223742163,0.034626146,0.03903052
0.05%,C13,P16,NEMA1,0.01252178,0.00891998,0,0.681234234,0.224585858,0.03356045,0.039177697
0.05%,C14,P1,NEMA1,0.0182191,0.032068305,0.000672292,0.737772698,0.158190191,0,0.053077414
0.05%,C14,P2,NEMA1,0.013981989,0.026271244,0,0.755196696,0.161690026,0,0.042860045
0.05%,C14,P3,NEMA1,0.019709416,0.036813389,0.000521089,0.702458313,0.181829328,0,0.058668465
0.05%,C14,P4,NEMA1,0.017142857,0.03047619,0,0.739254159,0.164819277,0,0.048307516
0.05%,C14,P5,NEMA1,0.016031449,0.030250914,0,0.734897577,0.167746691,0,0.05107337
0.05%,C14,P6,NEMA1,0.021534757,0.036585931,0.000740981,0.669290974,0.2048349,0,0.067012458
0.05%,C14,P7,NEMA1,0.016990482,0.030755919,0.000524398,0.743726894,0.156191825,0,0.051810483
0.05%,C14,P8,NEMA1,0.017393387,0.031902388,0,0.731131767,0.167773255,0,0.051799203
0.05%,C14,P9,NEMA1,0.016634893,0.031929844,0,0.731760989,0.167830492,0,0.051843782
0.05%,C14,P10,NEMA1,0.013432134,0.032033837,0,0.734144289,0.168377105,0,0.052012634
0.05%,C14,P11,NEMA1,0.01611352,0.029189937,0,0.746705587,0.159987852,0,0.048003105
0.05%,C14,P12,NEMA1,0.013084397,0.02928332,0,0.749094418,0.160381191,0,0.048156674
0.05%,C14,P13,NEMA1,0.018998605,0.034550206,0.000593205,0.719301621,0.170554567,0,0.056001796
0.05%,C14,P14,NEMA1,0.018555675,0.034591245,0,0.720156022,0.170628742,0,0.056068316
0.05%,C14,P15,NEMA1,0.016992517,0.031812696,0,0.727717435,0.172306702,0,0.051170649
0.05%,C14,P16,NEMA1,0.013357022,0.031930873,0,0.730420738,0.172930631,0,0.051360736
0.05%,C15,P1,NEMA1,0.003544732,0.002736606,0.00062446,0.630631623,0.29996143,0.029423109,0.033078039
0.05%,C15,P2,NEMA1,0.001435533,0.003286616,0.001699974,0.640021155,0.294737637,0.023516301,0.035302784
0.05%,C15,P3,NEMA1,0.00508837,0.002900617,0.001868194,0.648361643,0.288046017,0.025466434,0.028268725
0.05%,C15,P4,NEMA1,0.002611923,0.002955597,0.001328873,0.633093525,0.296063786,0.026783669,0.037162627
0.05%,C15,P5,NEMA1,0.003561804,0.002929115,0.002062097,0.620456942,0.313298184,0.029127124,0.028564733
0.05%,C15,P6,NEMA1,0.003289224,0.002909698,0.001695215,0.620954887,0.310603952,0.027553576,0.032993447
0.05%,C15,P7,NEMA1,0.002078067,0.002935001,0.001114015,0.632075067,0.306761215,0.025343845,0.029692789
0.05%,C15,P8,NEMA1,0.003214696,0.002978321,0.001350713,0.638859999,0.294820018,0.026224083,0.032552171
0.05%,C15,P9,NEMA1,0.002710394,0.00298821,0.000643719,0.639971541,0.295765009,0.026311153,0.031609974
0.05%,C15,P10,NEMA1,0,0.002014743,0.000530912,0.642172111,0.297099723,0.026429889,0.031752622
0.05%,C15,P11,NEMA1,0.002504912,0.003007757,0.001154681,0.635260595,0.297386138,0.026511095,0.034174822
0.05%,C15,P12,NEMA1,0,0.003018203,0,0.638049978,0.299298877,0.026685788,0.032947153
0.05%,C15,P13,NEMA1,0.004204861,0.002806745,0.001156337,0.638213775,0.294865865,0.027731057,0.031021361
0.05%,C15,P14,NEMA1,0.004226945,0.001933827,0.000686879,0.639367649,0.296361657,0.0278767,0.029546343
0.05%,C15,P15,NEMA1,0.003022762,0.003118892,0.001773069,0.643645258,0.291829999,0.024363671,0.03224635
0.05%,C15,P16,NEMA1,0,0.002491195,0.000601323,0.646615411,0.293381153,0.024493171,0.032417748
0.05%,C16,P1,NEMA1,0.020566147,0.017937608,0.000837666,0.900317735,0.024061236,0.020826112,0.015453495
0.05%,C16,P2,NEMA1,0.020766513,0.019951074,0.001005708,0.890921446,0.026175591,0.025631965,0.015547703
0.05%,C16,P3,NEMA1,0.021907592,0.018586494,0.000728311,0.893812271,0.02522869,0.023626406,0.016110237
0.05%,C16,P4,NEMA1,0.020884924,0.019482651,0,0.894322284,0.023868485,0.024345854,0.017095802
0.05%,C16,P5,NEMA1,0.026230767,0.026006846,0,0.858897668,0.034131986,0.031892774,0.02283996
0.05%,C16,P6,NEMA1,0.017854521,0.016767979,0.000822248,0.899215928,0.025489678,0.023992012,0.015857634
0.05%,C16,P7,NEMA1,0.019441222,0.017747954,0.000721207,0.896146248,0.026182936,0.024552382,0.015208052
0.05%,C16,P8,NEMA1,0.021071348,0.018848831,0.000860634,0.894936445,0.02517591,0.023407354,0.015699478
0.05%,C16,P9,NEMA1,0.021099084,0.018864172,0.000625018,0.896114473,0.024584032,0.023438166,0.015275055
0.05%,C16,P10,NEMA1,0.019905087,0.017517998,0,0.899932477,0.024688775,0.023538027,0.014417636
0.05%,C16,P11,NEMA1,0.020669374,0.018974933,0.00092424,0.895476824,0.025150539,0.023302059,0.015502031
0.05%,C16,P12,NEMA1,0.020521104,0.017810239,0.000927031,0.898181052,0.024299459,0.023372428,0.014888686
0.05%,C16,P13,NEMA1,0.021234009,0.018260668,0.000783222,0.897078873,0.024642474,0.022220288,0.015780466
0.05%,C16,P14,NEMA1,0.019574146,0.017404095,0,0.900789374,0.0247444,0.022312196,0.015175789
0.05%,C16,P15,NEMA1,0.021317284,0.019292424,0.000871815,0.892316778,0.025718544,0.024663929,0.015819225
0.05%,C16,P16,NEMA1,0.021385546,0.019340095,0,0.895174145,0.024869867,0.024742908,0.014487438
0.05%,C17,P1,NEMA1,0.006411621,0.014472704,0,0.199425349,0.634830265,0.076274343,0.068585719
0.05%,C17,P2,NEMA1,0.004935459,0.013692736,0,0.192179195,0.659478613,0.066843837,0.062870159
0.05%,C17,P3,NEMA1,0.00586736,0.01361971,0,0.198348643,0.652259332,0.066213561,0.063691393
0.05%,C17,P4,NEMA1,0.005590266,0.014304505,0,0.201766336,0.642316907,0.070723916,0.065298069
0.05%,C17,P5,NEMA1,0.006564424,0.012083188,0,0.190077844,0.662454979,0.066108981,0.062710584
0.05%,C17,P6,NEMA1,0.005588018,0.014409712,0,0.190134453,0.659244341,0.06654564,0.064077835
0.05%,C17,P7,NEMA1,0.005989606,0.013895006,0,0.203118119,0.640909892,0.069475029,0.066612349
0.05%,C17,P8,NEMA1,0.005724792,0.013924227,0,0.196577324,0.649036283,0.069725698,0.065011676
0.05%,C17,P9,NEMA1,0.005306151,0.013230468,0,0.196868673,0.649863855,0.06983523,0.064895622
0.05%,C17,P10,NEMA1,0.00530768,0.01323428,0,0.196925387,0.650051069,0.069855348,0.064626236
0.05%,C17,P11,NEMA1,0.00565514,0.014072998,0,0.195711951,0.647461672,0.071441542,0.065656697
0.05%,C17,P12,NEMA1,0.00536747,0.013048281,0,0.196075119,0.648463188,0.071583599,0.065462343
0.05%,C17,P13,NEMA1,0.006139209,0.014045765,0,0.198886438,0.643553831,0.071238738,0.066136019
0.05%,C17,P14,NEMA1,0.005497431,0.013723611,0,0.19919868,0.6445039,0.071360115,0.065716263
0.05%,C17,P15,NEMA1,0.005390277,0.013657095,0,0.195190215,0.655955219,0.066536229,0.063270965
0.05%,C17,P16,NEMA1,0.005060729,0.012937299,0,0.195473892,0.656765805,0.066632928,0.063129347
0.05%,C13,P1,NEMA2,0.007621905,0.008448376,0.000765251,0.613762282,0.27249074,0.051577949,0.045333497
0.05%,C13,P2,NEMA2,0.010044559,0.012310248,0.002190167,0.604259497,0.267880069,0.050638169,0.05267729
0.05%,C13,P3,NEMA2,0.01008019,0.014174384,0.001496499,0.600660718,0.26711091,0.055991642,0.050485656
0.05%,C13,P4,NEMA2,0.009759454,0.010982571,0,0.620247681,0.253567424,0.052288248,0.053154622
0.05%,C13,P5,NEMA2,0.008062957,0.009498826,0.001573933,0.612122049,0.266602237,0.053071932,0.049068066
0.05%,C13,P6,NEMA2,0.010080532,0.010981585,0.000647632,0.605704792,0.274539618,0.051331869,0.046713972
0.05%,C13,P7,NEMA2,0.006693259,0.009194781,0,0.561152052,0.324724495,0.052734771,0.045500642
0.05%,C13,P8,NEMA2,0.009220976,0.011674263,0.001438134,0.60619455,0.269184811,0.052967737,0.04931953
0.05%,C13,P9,NEMA2,0.009259849,0.011351811,0,0.608750133,0.269024105,0.053191037,0.048423065
0.05%,C13,P10,NEMA2,0.009280644,0.011377303,0,0.610117179,0.269606956,0.053310486,0.046307432
0.05%,C13,P11,NEMA2,0.008706531,0.010177343,0.001403188,0.60950787,0.270426535,0.051157208,0.048621325
0.05%,C13,P12,NEMA2,0.008747792,0.010225574,0,0.612396385,0.269703764,0.051399647,0.047526838
0.05%,C13,P13,NEMA2,0.008900639,0.011426893,0.001145627,0.606947198,0.269692296,0.053873834,0.048013513
0.05%,C13,P14,NEMA2,0.008962641,0.010988848,0,0.6111752,0.269751827,0.05424912,0.044872364
0.05%,C13,P15,NEMA2,0.010064946,0.013376846,0.001793273,0.602200394,0.267439982,0.05370125,0.051423309
0.05%,C13,P16,NEMA2,0.010106581,0.012864397,0,0.60469153,0.268465195,0.053923398,0.049948899
0.05%,C14,P1,NEMA2,0.018382141,0.033341005,0,0.727777458,0.177780335,0,0.042719061
0.05%,C14,P2,NEMA2,0.019438626,0.032202206,0,0.734254992,0.174025974,0,0.040078201
0.05%,C14,P3,NEMA2,0.018644014,0.026979733,0,0.761254812,0.155101651,0,0.038019789
0.05%,C14,P4,NEMA2,0.018955135,0.034051395,0,0.717538801,0.184950386,0,0.044504283
0.05%,C14,P5,NEMA2,0.019497021,0.033780231,0,0.728772345,0.169142131,0,0.048808272
0.05%,C14,P6,NEMA2,0.011101071,0.026332774,0,0.8039241,0.114625016,0,0.044017039
0.05%,C14,P7,NEMA2,0.015875145,0.028306949,0,0.777077185,0.139835435,0,0.038905286
0.05%,C14,P8,NEMA2,0.018833703,0.030981,0,0.740367458,0.169473911,0,0.040343928
0.05%,C14,P9,NEMA2,0.018561417,0.031017492,0,0.740356112,0.169673531,0,0.040391449
0.05%,C14,P10,NEMA2,0.017983068,0.03103577,0,0.740792394,0.169773517,0,0.040415251
0.05%,C14,P11,NEMA2,0.018918191,0.03276319,0,0.731064095,0.175875409,0,0.041379115
0.05%,C14,P12,NEMA2,0.018500929,0.032777124,0,0.731375023,0.175950211,0,0.041396714
0.05%,C14,P13,NEMA2,0.018506489,0.030320427,0,0.743673802,0.167011618,0,0.040487665
0.05%,C14,P14,NEMA2,0.017640022,0.030389292,0,0.744000121,0.167390942,0,0.040579622
0.05%,C14,P15,NEMA2,0.019067166,0.029760842,0,0.746876673,0.165179368,0,0.03911595
0.05%,C14,P16,NEMA2,0.01865427,0.029814053,0,0.746871089,0.165474701,0,0.039185887
0.05%,C15,P1,NEMA2,0.002596143,0.00208262,0.003223782,0.617625242,0.299726121,0.032865457,0.041880634
0.05%,C15,P2,NEMA2,0.002163866,0.002163866,0.001976865,0.596238613,0.323164053,0.03609115,0.038201587
0.05%,C15,P3,NEMA2,0.001731102,0.001779188,0.00257261,0.595907867,0.32621658,0.030895364,0.040897288
0.05%,C15,P4,NEMA2,0.002565304,0.001331985,0.001973311,0.616758343,0.310722478,0.031696307,0.034952271
0.05%,C15,P5,NEMA2,0.001649042,0.001806094,0.002120197,0.595880013,0.332373573,0.032221757,0.033949325
0.05%,C15,P6,NEMA2,0.003769449,0.001924825,0.003181308,0.580708977,0.331363952,0.03531519,0.043736299
0.05%,C15,P7,NEMA2,0.002714603,0.001853875,0.001986295,0.589631542,0.332439501,0.033700798,0.037673387
0.05%,C15,P8,NEMA2,0.002138906,0.00199865,0.002577207,0.602689412,0.317075309,0.033205642,0.040314875
0.05%,C15,P9,NEMA2,0.001432627,0.000861334,0.002522478,0.604278545,0.317603734,0.032880108,0.040421175
0.05%,C15,P10,NEMA2,0,0,0.002541465,0.608826941,0.316177708,0.033127596,0.03932629
0.05%,C15,P11,NEMA2,0.002372905,0.002124577,0.002579844,0.606580672,0.311830034,0.034531282,0.039980686
0.05%,C15,P12,NEMA2,0,0.001363744,0.002504836,0.611847873,0.311100597,0.034177092,0.039005859
0.05%,C15,P13,NEMA2,0.002126716,0.001917958,0.002870414,0.605839987,0.31410156,0.031796357,0.041347007
0.05%,C15,P14,NEMA2,0.002137593,0,0.002885095,0.608938547,0.31252131,0.031958979,0.041558476
0.05%,C15,P15,NEMA2,0.001936096,0.001961405,0.002290414,0.596064537,0.324770642,0.033356533,0.039620373
0.05%,C15,P16,NEMA2,0,0,0.00221405,0.599371413,0.326432452,0.032943542,0.039038542
0.05%,C16,P1,NEMA2,0.02020153,0.018016268,0,0.913657885,0.018404759,0.017142163,0.012577395
0.05%,C16,P2,NEMA2,0.021370711,0.019877803,0,0.909126095,0.020983661,0.015952006,0.012689724
0.05%,C16,P3,NEMA2,0.022979562,0.020022824,0,0.903880071,0.020930594,0.01984127,0.012345679
0.05%,C16,P4,NEMA2,0.019641312,0.018295028,0.000649101,0.910616405,0.020602943,0.017886335,0.012308876
0.05%,C16,P5,NEMA2,0.01875447,0.017880321,0,0.911128182,0.021509364,0.018701491,0.012026171
0.05%,C16,P6,NEMA2,0.019988211,0.019693478,0,0.916644338,0.015781577,0.017389207,0.010503188
0.05%,C16,P7,NEMA2,0.019943316,0.017967186,0,0.914818378,0.017005122,0.016303076,0.013962922
0.05%,C16,P8,NEMA2,0.021490441,0.019264615,0,0.908991304,0.020049693,0.017668576,0.012535372
0.05%,C16,P9,NEMA2,0.021496932,0.018968389,0,0.909265859,0.020055749,0.017673913,0.012539158
0.05%,C16,P10,NEMA2,0.021536706,0.017620155,0,0.910948186,0.019625982,0.017706613,0.012562358
0.05%,C16,P11,NEMA2,0.020748229,0.018886706,0,0.911538859,0.019610631,0.016585656,0.012629919
0.05%,C16,P12,NEMA2,0.020783425,0.017533182,0,0.913085141,0.019333118,0.016613791,0.012651343
0.05%,C16,P13,NEMA2,0.021544751,0.018986469,0,0.908930161,0.019626039,0.018447223,0.012465357
0.05%,C16,P14,NEMA2,0.021559892,0.018673527,0,0.909568928,0.019263349,0.018460187,0.012474117
0.05%,C16,P15,NEMA2,0.022200811,0.019952628,0,0.906419366,0.020956281,0.017958703,0.012512211
0.05%,C16,P16,NEMA2,0.022229666,0.018678815,0,0.907597481,0.020983519,0.017982045,0.012528474
0.05%,C17,P1,NEMA2,0.006628899,0.014879763,0,0.177687407,0.683857925,0.062245833,0.054700172
0.05%,C17,P2,NEMA2,0.008564926,0.015832135,0,0.183536975,0.672815844,0.063927488,0.055322632
0.05%,C17,P3,NEMA2,0.007864909,0.016318634,0,0.181734065,0.680083276,0.062582802,0.051416314
0.05%,C17,P4,NEMA2,0.006397113,0.014331994,0,0.179508735,0.690662675,0.055052079,0.054047404
0.05%,C17,P5,NEMA2,0.006744108,0.015144242,0,0.175850814,0.693419095,0.05500888,0.053832861
0.05%,C17,P6,NEMA2,0.006389072,0.013699453,0,0.169140179,0.709427387,0.0480282,0.053315708
0.05%,C17,P7,NEMA2,0.005785417,0.014515758,0,0.167296727,0.713193676,0.049959272,0.049249149
0.05%,C17,P8,NEMA2,0.007739938,0.015708151,0,0.181150219,0.678632064,0.062961008,0.05380862
0.05%,C17,P9,NEMA2,0.007409734,0.0156975,0,0.18127436,0.679097126,0.063004155,0.053517125
0.05%,C17,P10,NEMA2,0.006466457,0.015712418,0,0.181446629,0.679742485,0.063064029,0.053567984
0.05%,C17,P11,NEMA2,0.007675782,0.015394747,0,0.18085049,0.677887055,0.063155167,0.05503676
0.05%,C17,P12,NEMA2,0.006873001,0.015410219,0,0.181032247,0.678568341,0.063218639,0.054897553
0.05%,C17,P13,NEMA2,0.007281284,0.015639221,0,0.179823296,0.681865607,0.062423691,0.052966901
0.05%,C17,P14,NEMA2,0.006986094,0.015615976,0,0.179939135,0.682304856,0.062463903,0.052690035
0.05%,C17,P15,NEMA2,0.008224004,0.016069069,0,0.182658924,0.67635522,0.063272601,0.053420182
0.05%,C17,P16,NEMA2,0.006956201,0.016066977,0,0.18298501,0.677562662,0.063385556,0.053043594
0.50%,C13,P1,NEMA1,0.012290683,0.011619794,0,0.664850794,0.236957922,0.036093817,0.03818699
0.50%,C13,P2,NEMA1,0.0132357,0.011467256,0,0.684802432,0.219369992,0.032909644,0.038214977
0.50%,C13,P3,NEMA1,0.01181756,0.010010743,0,0.674309015,0.227878699,0.036185174,0.039798808
0.50%,C13,P4,NEMA1,0.013232064,0.01153836,0,0.654299098,0.248604017,0.035594252,0.036732209
0.50%,C13,P5,NEMA1,0.013062148,0.01200792,0,0.63608547,0.253246252,0.042966239,0.042631971
0.50%,C13,P6,NEMA1,0.013623049,0.012379118,0,0.669154528,0.221720637,0.038180651,0.044942017
0.50%,C13,P7,NEMA1,0.013492288,0.011432397,0,0.657543065,0.236449777,0.037464274,0.043618199
0.50%,C13,P8,NEMA1,0.012420243,0.010995542,0,0.674547679,0.228144393,0.035119308,0.038772835
0.50%,C13,P9,NEMA1,0.012435025,0.0102473,0,0.674965434,0.228372158,0.035161104,0.038818979
0.50%,C13,P10,NEMA1,0.012493845,0.009311036,0,0.678158191,0.229452416,0.033349159,0.037235352
0.50%,C13,P11,NEMA1,0.012756283,0.01154464,0,0.674680753,0.228292537,0.034525009,0.038200779
0.50%,C13,P12,NEMA1,0.012800721,0.011584858,0,0.676552958,0.229019522,0.032828317,0.037213623
0.50%,C13,P13,NEMA1,0.012042956,0.010777295,0,0.669803119,0.23220404,0.036141652,0.039030938
0.50%,C13,P14,NEMA1,0.01209165,0.008933958,0,0.671946602,0.23307875,0.036287786,0.037661254
0.50%,C13,P15,NEMA1,0.012482825,0.010694009,0,0.679231587,0.223887175,0.034648588,0.039055816
0.50%,C13,P16,NEMA1,0.01252178,0.00891998,0,0.681234234,0.224585858,0.03356045,0.039177697
0.50%,C14,P1,NEMA1,0.018231357,0.032089879,0,0.73826903,0.158296613,0,0.053113122
0.50%,C14,P2,NEMA1,0.013981989,0.026271244,0,0.755196696,0.161690026,0,0.042860045
0.50%,C14,P3,NEMA1,0.019719692,0.036832582,0,0.702824547,0.181924127,0,0.058699052
0.50%,C14,P4,NEMA1,0.017142857,0.03047619,0,0.739254159,0.164819277,0,0.048307516
0.50%,C14,P5,NEMA1,0.016031449,0.030250914,0,0.734897577,0.167746691,0,0.05107337
0.50%,C14,P6,NEMA1,0.021550725,0.03661306,0,0.669787273,0.204986791,0,0.06706215
0.50%,C14,P7,NEMA1,0.016999397,0.030772056,0,0.744117107,0.156273774,0,0.051837666
0.50%,C14,P8,NEMA1,0.017393387,0.031902388,0,0.731131767,0.167773255,0,0.051799203
0.50%,C14,P9,NEMA1,0.016634893,0.031929844,0,0.731760989,0.167830492,0,0.051843782
0.50%,C14,P10,NEMA1,0.013432134,0.032033837,0,0.734144289,0.168377105,0,0.052012634
0.50%,C14,P11,NEMA1,0.01611352,0.029189937,0,0.746705587,0.159987852,0,0.048003105
0.50%,C14,P12,NEMA1,0.013084397,0.02928332,0,0.749094418,0.160381191,0,0.048156674
0.50%,C14,P13,NEMA1,0.019009882,0.034570714,0,0.719728568,0.170655801,0,0.056035036
0.50%,C14,P14,NEMA1,0.018555675,0.034591245,0,0.720156022,0.170628742,0,0.056068316
0.50%,C14,P15,NEMA1,0.016992517,0.031812696,0,0.727717435,0.172306702,0,0.051170649
0.50%,C14,P16,NEMA1,0.013357022,0.031930873,0,0.730420738,0.172930631,0,0.051360736
0.50%,C15,P1,NEMA1,0,0,0,0.635016922,0.302047308,0.029627712,0.033308058
0.50%,C15,P2,NEMA1,0,0,0,0.644158017,0.296642713,0.023668302,0.035530968
0.50%,C15,P3,NEMA1,0.005112752,0,0,0.651468373,0.289426236,0.02558846,0.028404179
0.50%,C15,P4,NEMA1,0,0,0,0.637489907,0.298119737,0.026969662,0.037420694
0.50%,C15,P5,NEMA1,0,0,0,0.625809501,0.316000945,0.029378398,0.028811156
0.50%,C15,P6,NEMA1,0,0,0,0.625895795,0.313075413,0.027772819,0.033255974
